instruction,response
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
    title: ""Complementary Colors and Neutral Tones""
    animation:  show a color wheel with complementary colors positioned opposite each other. Next, animate the mixing of these complementary colors to create neutral tones, demonstrating how they cancel each other out.
    important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class ComplementaryColors(Scene):
    def construct(self):
        title = Text(""Complementary Colors and Neutral Tones"").scale(0.9)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Create color wheel
        colors = [RED, YELLOW, BLUE, ORANGE, GREEN, PURPLE]
        wheel = VGroup(*[AnnularSector(inner_radius=0.5, outer_radius=1, angle=PI/3, start_angle=PI/3 * i, color=color) for i, color in enumerate(colors)])
        self.play(Create(wheel))
        self.wait(2)

        # Highlight complementary colors
        comp_pairs = [(RED, GREEN), (YELLOW, PURPLE), (BLUE, ORANGE)]
        for color1, color2 in comp_pairs:
            self.play(wheel.animate.set_color_by_gradient(color1, color2))
            self.wait(1)

        # Mix to neutral tones
        neutral_wheel = wheel.copy()
        neutral_color = GREY
        for sector in neutral_wheel:
            sector.set_color(neutral_color)

        self.play(Transform(wheel, neutral_wheel))
        self.wait(2)"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
title: ""The Power of the Lever""
animation:  animate a lever with a fulcrum, effort, and load, demonstrating how applying a small force at one end can lift a heavy load at the other end, showcasing the mechanical advantage of the lever.
important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class LeverAnimation(Scene):
    def construct(self):
        # Title
        title = Text(""The Power of the Lever"")
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Lever setup
        lever = Line(LEFT * 5, RIGHT * 5, color=WHITE)
        fulcrum = Triangle().scale(0.5).rotate(PI).move_to(DOWN * 0.25)
        load = Square().scale(0.5).set_fill(BLUE, opacity=0.8).move_to(lever.get_start() + DOWN * 0.5)
        effort_point = Circle(radius=0.2, color=YELLOW).move_to(lever.get_end() + DOWN * 0.2)

        self.play(Create(lever), GrowFromPoint(fulcrum, point=lever.get_center()), FadeIn(load), FadeIn(effort_point))
        self.wait(1)

        # Demonstrate lever principle
        for _ in range(2):
            self.play(lever.animate.rotate(PI/6, about_point=fulcrum.get_center()), rate_func=there_and_back, run_time=2)
            self.play(load.animate.shift(UP * 0.5), effort_point.animate.shift(DOWN * 0.5))
            self.play(load.animate.shift(DOWN * 0.5), effort_point.animate.shift(UP * 0.5))

        self.wait(2)"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
    title: ""States of Matter Visualization""
    animation:  animate molecules in solid, liquid, and gas states, showing their different movement patterns and densities. The solid state should show molecules in a fixed position, the liquid state should show molecules moving around but staying close together, and the gas state should show molecules moving freely and far apart from each other.
    important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class StatesOfMatter(Scene):
    def construct(self):
        title = Text(""States of Matter Visualization"").scale(0.9)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Solid state
        solid_molecules = VGroup(*[Dot(radius=0.05, color=BLUE) for _ in range(25)])
        solid_molecules.arrange_in_grid(rows=5, cols=5, buff=0.2)
        self.play(ShowCreation(solid_molecules))
        self.wait(2)

        # Transition to liquid state
        self.play(solid_molecules.animate.arrange_in_grid(rows=5, cols=5, buff=0.5), run_time=2)
        for molecule in solid_molecules:
            self.play(molecule.animate.shift(UP*0.1 + RIGHT*0.1), run_time=0.5, rate_func=there_and_back)
            self.play(molecule.animate.shift(DOWN*0.1 + LEFT*0.1), run_time=0.5, rate_func=there_and_back)
        self.wait(2)

        # Transition to gas state
        self.play(FadeOut(solid_molecules))
        gas_molecules = VGroup(*[Dot(radius=0.05, color=RED) for _ in range(15)])
        self.play(ShowCreation(gas_molecules))
        for molecule in gas_molecules:
            self.play(molecule.animate.shift(UP*3 + RIGHT*3), run_time=3, rate_func=linear)
            self.play(molecule.animate.shift(DOWN*3 + LEFT*3), run_time=3, rate_func=linear)
        self.wait(2)"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
title: ""Fractions on a Number Line""
animation:  animate a number line divided into equal parts, highlighting fractions such as 1/2, 1/3, and 1/4 to visually represent their positions on the number line.
important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class FractionsOnNumberLine(Scene):
    def construct(self):
        title = Text(""Fractions on a Number Line"")
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        number_line = NumberLine(x_range=[0, 1, 0.25], length=10, include_numbers=True, label_direction=DOWN)
        self.play(Create(number_line))
        self.wait(1)

        fractions = [1/2, 1/3, 1/4]
        colors = [RED, GREEN, BLUE]

        for fraction, color in zip(fractions, colors):
            dot = Dot(color=color).move_to(number_line.number_to_point(fraction))
            self.play(GrowFromCenter(dot))
            self.wait(1)"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
title: ""Exploring Polygons""
animation:  animate different polygons such as triangles, quadrilaterals, pentagons, etc., highlighting their number of sides and angles.
important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class ExploringPolygons(Scene):
    def construct(self):
        title = Text(""Exploring Polygons"").scale(1.2)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        polygons = [
            (Triangle(), ""Triangle"", 3),
            (Square(), ""Quadrilateral"", 4),
            (RegularPolygon(5), ""Pentagon"", 5),
            (RegularPolygon(6), ""Hexagon"", 6),
            (RegularPolygon(7), ""Heptagon"", 7),
            (RegularPolygon(8), ""Octagon"", 8),
        ]

        for poly, name, sides in polygons:
            poly_text = Text(name, font_size=24).next_to(poly, UP)
            sides_text = Text(f""Sides: {sides}"", font_size=24).next_to(poly, DOWN)
            self.play(Create(poly), Write(poly_text), Write(sides_text))
            self.wait(2)
            self.play(FadeOut(poly), FadeOut(poly_text), FadeOut(sides_text))

        self.wait(1)"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
title: ""Symmetry in Shapes""
animation:  animate shapes with reflectional and rotational symmetry. Show the reflection lines for shapes with reflectional symmetry and the rotation points for shapes with rotational symmetry.
important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class SymmetryInShapes(Scene):
    def construct(self):
        title = Text(""Symmetry in Shapes"").scale(1.5)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Reflectional Symmetry
        square = Square(side_length=2).shift(LEFT*3)
        line_of_symmetry = DashedLine(start=square.get_top(), end=square.get_bottom()).shift(LEFT*3)
        self.play(Create(square), Create(line_of_symmetry))
        self.wait(1)

        # Rotational Symmetry
        circle = Circle(radius=1).shift(RIGHT*3)
        dot = Dot(point=circle.get_center()).shift(RIGHT*3)
        self.play(Create(circle), FadeIn(dot))
        self.wait(1)

        # Animate rotation to show rotational symmetry
        self.play(Rotate(circle, angle=PI/2, about_point=circle.get_center()), Rotate(dot, angle=PI/2, about_point=dot.get_center()))
        self.wait(1)

        self.play(FadeOut(square), FadeOut(line_of_symmetry), FadeOut(circle), FadeOut(dot))"
"You are an expert Python developer experienced with the Manim package. You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
title: ""Exploring Parallel and Perpendicular Lines""
animation:  animate two sets of parallel lines and two sets of perpendicular lines, emphasizing their constant distance or 90-degree angle respectively.
important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class ParallelPerpendicular(Scene):
    def construct(self):
        title = Text(""Exploring Parallel and Perpendicular Lines"")
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Parallel lines
        parallel_lines_1 = VGroup(*[Line(UP*3 + LEFT*4 + RIGHT*x, DOWN*3 + LEFT*4 + RIGHT*x) for x in range(0, 3)])
        parallel_lines_2 = VGroup(*[Line(UP*3 + RIGHT*4 + LEFT*x, DOWN*3 + RIGHT*4 + LEFT*x) for x in range(0, 3)])
        self.play(ShowCreation(parallel_lines_1), ShowCreation(parallel_lines_2))
        self.wait(2)
        self.play(FadeOut(parallel_lines_1), FadeOut(parallel_lines_2))

        # Perpendicular lines
        perpendicular_lines_1 = VGroup(Line(UP*3, DOWN*3), Line(LEFT*3, RIGHT*3))
        perpendicular_lines_2 = VGroup(Line(UP*2 + LEFT*2, DOWN*2 + LEFT*2), Line(UP*2 + LEFT*2, UP*2 + RIGHT*2))
        self.play(ShowCreation(perpendicular_lines_1), ShowCreation(perpendicular_lines_2))
        self.wait(2)
        self.play(FadeOut(perpendicular_lines_1), FadeOut(perpendicular_lines_2))"
"You are an expert Python developer experienced with the Manim package. You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
title: ""Varieties of Leaves""
animation:  animate simple, compound, and needle-like leaves, highlighting their differences in shape and structure.
important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class LeavesAnimation(Scene):
    def construct(self):
        title = Text(""Varieties of Leaves"").scale(1.2)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Simple Leaf
        simple_leaf = Ellipse(width=2.0, height=1.0, color=GREEN).shift(LEFT*4)
        simple_leaf_label = Text(""Simple Leaf"", font_size=24).next_to(simple_leaf, DOWN)
        self.play(Create(simple_leaf), Write(simple_leaf_label))
        self.wait(1)

        # Compound Leaf
        compound_leaf = VGroup(
            Ellipse(width=0.5, height=0.25, color=GREEN).shift(LEFT*0.5 + UP*0.75),
            Ellipse(width=0.5, height=0.25, color=GREEN).shift(RIGHT*0.5 + UP*0.75),
            Ellipse(width=0.5, height=0.25, color=GREEN).shift(LEFT*0.5 + DOWN*0.75),
            Ellipse(width=0.5, height=0.25, color=GREEN).shift(RIGHT*0.5 + DOWN*0.75),
            Line(ORIGIN, UP*0.75, color=WHITE),
        ).shift(RIGHT*0)
        compound_leaf_label = Text(""Compound Leaf"", font_size=24).next_to(compound_leaf, DOWN)
        self.play(Create(compound_leaf), Write(compound_leaf_label))
        self.wait(1)

        # Needle-like Leaf
        needle_leaf = Line(UP*0.5, DOWN*0.5, color=GREEN).shift(RIGHT*4)
        needle_leaf_label = Text(""Needle-like Leaf"", font_size=24).next_to(needle_leaf, DOWN)
        self.play(Create(needle_leaf), Write(needle_leaf_label))
        self.wait(2)

        # Grouping all leaves
        all_leaves = VGroup(simple_leaf, simple_leaf_label, compound_leaf, compound_leaf_label, needle_leaf, needle_leaf_label)
        self.play(all_leaves.animate.scale(0.6).arrange(RIGHT, buff=1).to_edge(DOWN))
        self.wait(2)"
"You are an expert Python developer experienced with the Manim package. You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
title: ""Law of Reflection""
animation:  animate a light ray hitting a flat surface and reflecting off it, with the angle of incidence equal to the angle of reflection, demonstrating the law of reflection.
important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class LawOfReflection(Scene):
    def construct(self):
        title = Text(""Law of Reflection"")
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Create surface
        surface = Line(LEFT * 5, RIGHT * 5)
        self.play(Create(surface))

        # Create incident ray
        incident_ray = Arrow(start=LEFT * 3 + UP * 2, end=ORIGIN, buff=0, color=YELLOW)
        self.play(GrowArrow(incident_ray))

        # Create reflected ray
        reflected_ray = Arrow(start=ORIGIN, end=RIGHT * 3 + UP * 2, buff=0, color=YELLOW)
        self.play(GrowArrow(reflected_ray))

        # Angles
        angle_of_incidence = Angle(incident_ray, surface, radius=0.5, other_angle=True, color=WHITE)
        angle_of_reflection = Angle(surface, reflected_ray, radius=0.5, color=WHITE)
        self.play(Create(angle_of_incidence), Create(angle_of_reflection))

        self.wait(2)"
"You are an expert Python developer experienced with the Manim package. You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
title: ""Mixtures and Solutions""
animation:  animate a mixture of different substances being poured into a container, followed by the substances dissolving into a solution, demonstrating the process of dissolution.
important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class MixturesAndSolutions(Scene):
    def construct(self):
        # Title
        title = Text(""Mixtures and Solutions"", font_size=40)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Container
        container = Rectangle(height=4, width=3, color=WHITE)
        self.play(Create(container))
        self.wait(1)

        # Substances
        substance1 = Circle(radius=0.2, color=BLUE).move_to(3*UP + 2*LEFT)
        substance2 = Circle(radius=0.2, color=RED).move_to(3*UP + 2*RIGHT)
        self.play(FadeIn(substance1), FadeIn(substance2))
        self.wait(1)

        # Pouring substances
        self.play(substance1.animate.move_to(container.get_top() + 0.5*DOWN), 
                  substance2.animate.move_to(container.get_top() + 0.5*DOWN))
        self.wait(1)

        # Dissolving substances
        dissolved_substance1 = substance1.copy().set_opacity(0.2)
        dissolved_substance2 = substance2.copy().set_opacity(0.2)
        self.play(Transform(substance1, dissolved_substance1), 
                  Transform(substance2, dissolved_substance2),
                  substance1.animate.scale(5),
                  substance2.animate.scale(5))
        self.wait(2)"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
    title: ""Magnetic Poles Interaction""
    animation:  animate a bar magnet with clearly labeled north and south poles. Show the attraction between the north and south poles of two magnets, and the repulsion between like poles.
    important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class MagneticPolesInteraction(Scene):
    def construct(self):
        title = Text(""Magnetic Poles Interaction"").scale(0.9)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Magnet 1
        magnet1 = Rectangle(color=BLUE, height=1, width=2)
        north1 = Text(""N"", color=WHITE).move_to(magnet1.get_left() + RIGHT * 0.3)
        south1 = Text(""S"", color=WHITE).move_to(magnet1.get_right() + LEFT * 0.3)
        magnet1_group = VGroup(magnet1, north1, south1).shift(LEFT*3)

        # Magnet 2
        magnet2 = Rectangle(color=RED, height=1, width=2)
        north2 = Text(""N"", color=WHITE).move_to(magnet2.get_left() + RIGHT * 0.3)
        south2 = Text(""S"", color=WHITE).move_to(magnet2.get_right() + LEFT * 0.3)
        magnet2_group = VGroup(magnet2, north2, south2).shift(RIGHT*3)

        self.play(FadeIn(magnet1_group), FadeIn(magnet2_group))
        self.wait(1)

        # Attraction
        self.play(magnet1_group.animate.shift(RIGHT*2), magnet2_group.animate.shift(LEFT*2))
        self.wait(1)

        # Repulsion setup
        magnet2_group.generate_target()
        magnet2_group.target.rotate(PI).move_to(RIGHT*3)

        self.play(MoveToTarget(magnet2_group))
        self.wait(1)

        # Repulsion
        self.play(magnet1_group.animate.shift(RIGHT*0.5), magnet2_group.animate.shift(LEFT*0.5))
        self.wait(2)"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
    title: ""Exploring Rectangles: Area and Perimeter""
    animation:  animate rectangles with different dimensions, calculating and displaying their area (length x width) and perimeter (2 x length + 2 x width) in a visually engaging way.
    important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class RectangleAnimation(Scene):
    def construct(self):
        title = Text(""Exploring Rectangles: Area and Perimeter"").scale(0.7)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        rectangles = [
            (4, 2),
            (3, 3),
            (6, 1),
        ]

        for length, width in rectangles:
            rectangle = Rectangle(width=width, height=length)
            area_text = Text(f""Area: {length * width}"", font_size=24).next_to(rectangle, DOWN)
            perimeter_text = Text(f""Perimeter: {2 * (length + width)}"", font_size=24).next_to(area_text, DOWN)

            self.play(Create(rectangle))
            self.play(Write(area_text), Write(perimeter_text))
            self.wait(2)
            self.play(FadeOut(rectangle), FadeOut(area_text), FadeOut(perimeter_text))

        self.wait(1)"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
title: ""Water Displacement Demonstration""
animation:  animate an object being submerged in water, with the water level rising by an amount equal to the volume of the object, illustrating the principle of water displacement.
important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class WaterDisplacement(Scene):
    def construct(self):
        title = Text(""Water Displacement Demonstration"").scale(0.5)
        self.play(Write(title))
        self.wait(1)
        self.play(FadeOut(title))

        # Container
        container = Rectangle(height=6, width=4).set_fill(BLUE, opacity=0.5).set_stroke(width=2)
        self.play(Create(container))

        # Water
        water = Rectangle(height=2, width=3.8).set_fill(BLUE, opacity=0.7).set_stroke(width=0)
        water.shift(DOWN * 1)
        self.play(Create(water))

        # Object
        object = Circle(radius=0.5).set_fill(GRAY, opacity=1).set_stroke(width=2)
        object.move_to(UP * 3)
        self.play(Create(object))

        # Animate object submersion
        self.play(object.animate.shift(DOWN * 4))

        # Animate water displacement
        displaced_water = water.copy().stretch_to_fit_height(water.height + 0.5)
        self.play(Transform(water, displaced_water))

        self.wait(2)"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
title: ""Multiplication as Repeated Addition""
animation:  animate groups of objects being added together repeatedly, transitioning to multiplication by showing the equation 3 + 3 + 3 = 3 × 3.
important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class MultiplicationScene(Scene):
    def construct(self):
        title = Text(""Multiplication as Repeated Addition"").scale(0.7)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Create groups of objects (circles in this case)
        group1 = VGroup(*[Circle(radius=0.2, color=BLUE) for _ in range(3)])
        group1.arrange(RIGHT, buff=0.5)
        group2 = group1.copy().next_to(group1, DOWN, buff=1)
        group3 = group1.copy().next_to(group2, DOWN, buff=1)

        # Animate groups appearing one after the other
        self.play(ShowCreation(group1))
        self.wait(0.5)
        self.play(ShowCreation(group2))
        self.wait(0.5)
        self.play(ShowCreation(group3))
        self.wait(1)

        # Transition to multiplication
        equals_text = Text(""="").next_to(group3, RIGHT, buff=1)
        multiplication_text = Text(""3 × 3"").next_to(equals_text, RIGHT, buff=0.5)
        plus_signs = VGroup(
            *[Text(""+"").next_to(group1, RIGHT, buff=0.2).shift(0.5*DOWN),
              Text(""+"").next_to(group2, RIGHT, buff=0.2).shift(0.5*DOWN)]
        )

        self.play(Write(plus_signs))
        self.wait(0.5)
        self.play(Write(equals_text), Write(multiplication_text))
        self.wait(2)"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
title: ""Divisibility Rules Explained""
animation:  animate the process of checking if a number is divisible by 2, 3, 5, or 10 based on its last digit or sum of digits, illustrating the different rules visually.
important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class DivisibilityRules(Scene):
    def construct(self):
        # Title
        title = Text(""Divisibility Rules Explained"", font_size=40)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Divisible by 2
        divisible_by_2 = Text(""Divisible by 2: Last digit is even"", font_size=24)
        self.play(Write(divisible_by_2))
        self.wait(2)
        self.play(FadeOut(divisible_by_2))

        # Divisible by 3
        divisible_by_3 = Text(""Divisible by 3: Sum of digits is divisible by 3"", font_size=24)
        self.play(Write(divisible_by_3))
        self.wait(2)
        self.play(FadeOut(divisible_by_3))

        # Divisible by 5
        divisible_by_5 = Text(""Divisible by 5: Last digit is 0 or 5"", font_size=24)
        self.play(Write(divisible_by_5))
        self.wait(2)
        self.play(FadeOut(divisible_by_5))

        # Divisible by 10
        divisible_by_10 = Text(""Divisible by 10: Last digit is 0"", font_size=24)
        self.play(Write(divisible_by_10))
        self.wait(2)
        self.play(FadeOut(divisible_by_10))"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
    title: ""Scaling on a Coordinate Plane""
    animation:  show a shape on a coordinate plane, and animate it being scaled by a factor of 2 or 3, visually demonstrating the concept of scaling in a geometric context.
    important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class ScalingAnimation(Scene):
    def construct(self):
        title = Text(""Scaling on a Coordinate Plane"")
        self.play(Write(title))
        self.wait(1)
        self.play(FadeOut(title))

        axes = Axes(
            x_range=[-5, 5],
            y_range=[-5, 5],
            axis_config={""color"": BLUE},
        )
        self.play(Create(axes))

        square = Square(color=RED).move_to(axes.c2p(0, 0))
        self.play(Create(square))
        self.wait(1)

        scaled_square = square.copy().scale(2)
        self.play(Transform(square, scaled_square))
        self.wait(2)"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
title: ""Complementary and Supplementary Angles""
animation:  animate two angles adding up to 90° (complementary) and 180° (supplementary), showcasing their relationship and how they form a straight line or a right angle.
important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class ComplementaryAndSupplementary(Scene):
    def construct(self):
        title = Text(""Complementary and Supplementary Angles"")
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Complementary angles
        line1 = Line(ORIGIN, 2*RIGHT)
        line2 = Line(ORIGIN, 2*UP).rotate_about_origin(PI/4)
        angle1 = Angle(line1, line2, radius=0.5, color=YELLOW)
        self.play(Create(line1), Create(line2), GrowFromCenter(angle1))
        self.wait(1)

        comp_text = Text(""Complementary"", font_size=24).next_to(angle1, UP)
        self.play(Write(comp_text))
        self.wait(2)
        self.play(FadeOut(line1), FadeOut(line2), FadeOut(angle1), FadeOut(comp_text))

        # Supplementary angles
        line3 = Line(ORIGIN, 2*RIGHT)
        line4 = Line(ORIGIN, 2*LEFT)
        angle2 = Angle(line3, line4, radius=0.5, other_angle=True, color=GREEN)
        self.play(Create(line3), Create(line4), GrowFromCenter(angle2))
        self.wait(1)

        supp_text = Text(""Supplementary"", font_size=24).next_to(angle2, UP, buff=0.5)
        self.play(Write(supp_text))
        self.wait(2)"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
title: ""Circle Diameter and Radius Relationship""
animation:  animate a circle with its diameter and radius labeled, showing the relationship between them (diameter = 2 × radius).
important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class CircleDiameterRadius(Scene):
    def construct(self):
        title = Text(""Circle Diameter and Radius Relationship"").scale(0.5)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        circle = Circle(radius=2)
        diameter = Line(start=circle.get_left(), end=circle.get_right(), color=BLUE)
        radius = Line(start=circle.get_center(), end=circle.get_right(), color=RED)

        diameter_label = Tex(""Diameter = 2 $\\times$ Radius"").next_to(circle, DOWN)
        radius_label = Tex(""Radius"", color=RED).next_to(radius, DOWN)

        self.play(Create(circle))
        self.play(ShowCreation(diameter), ShowCreation(radius))
        self.play(Write(diameter_label), Write(radius_label))
        self.wait(2)"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
    title: ""Fraction of a Whole Number""
    animation:  animate dividing a whole number into equal parts to find a fraction of it, such as showing 1/4 of 20 by dividing 20 into 4 equal parts.
    important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class FractionOfWhole(Scene):
    def construct(self):
        title = Text(""Fraction of a Whole Number"").scale(0.9)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        whole_number = 20
        fraction = 1/4
        parts = int(1/fraction)

        number_line = NumberLine(x_range=[0, whole_number+1, 1], length=10, include_numbers=True, numbers_to_exclude=[whole_number+1])
        self.play(Create(number_line))
        self.wait(1)

        divisions = [number_line.number_to_point(i) for i in range(0, whole_number+1, whole_number//parts)]
        rects = [
            Rectangle(width=number_line.number_to_point(1)[0] - number_line.number_to_point(0)[0], height=0.5)
            .move_to(number_line.number_to_point(i) + UP * 0.25)
            for i in range(0, whole_number, whole_number//parts)
        ]

        for rect in rects:
            self.play(Create(rect), run_time=0.5)
        self.wait(1)

        highlight_rect = Rectangle(
            width=(number_line.number_to_point(whole_number//parts)[0] - number_line.number_to_point(0)[0]) * fraction,
            height=0.75, color=YELLOW
        ).move_to(number_line.number_to_point((whole_number//parts) * fraction / 2) + UP * 0.25)

        self.play(Create(highlight_rect))
        self.wait(2)"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
    title: ""Calculating Area of Rectangles""
    animation:  animate displaying rectangles with varying lengths and widths. Show the calculation of their areas using the formula A = L × W for each rectangle.
    important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class RectangleArea(Scene):
    def construct(self):
        title = Text(""Calculating Area of Rectangles"").scale(0.9)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        rectangles = [
            (4, 2),
            (3, 3),
            (5, 1)
        ]

        for length, width in rectangles:
            rectangle = Rectangle(width=width, height=length, color=BLUE)
            area_text = Text(f""A = {length} × {width} = {length * width}"", font_size=24)
            area_calculation = VGroup(rectangle, area_text).arrange(DOWN)

            self.play(Create(rectangle))
            self.wait(1)
            self.play(Write(area_text))
            self.wait(2)
            self.play(FadeOut(area_calculation))

        self.wait(1)"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
title: ""The Inclined Plane in Action""
animation:  animate an object being pushed up an inclined plane, demonstrating how the incline reduces the force required to move the object uphill.
important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class InclinedPlane(Scene):
    def construct(self):
        title = Text(""The Inclined Plane in Action"").scale(0.9)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Create inclined plane
        plane = Polygon([0, 0, 0], [3, 0, 0], [3, 1.5, 0], [0, 0, 0], color=WHITE)
        self.play(Create(plane))
        
        # Create object
        obj = Dot([2.5, 0.75, 0], color=RED)
        self.play(FadeIn(obj))
        
        # Animate object moving up the plane
        self.play(obj.animate.shift([-2, 1, 0]), run_time=2, rate_func=linear)
        self.wait(2)"
